,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Makecodif,Modelcodif,Vehicle Classcodif
273,CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,10.0,7.8,9.0,9,1801,11
274,CHRYSLER,300,FULL-SIZE,3.6,6,12.4,7.7,10.3,10,47,1
275,CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,11.7,8.2,10.1,10,28,0
276,CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,12.9,8.1,10.7,10,28,0
277,CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,12.5,8.1,10.5,10,29,0
278,CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,17.0,11.2,14.4,10,29,0
279,CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,11.2,8.0,9.8,10,31,2
280,CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,12.0,7.6,10.0,10,31,2
281,CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,12.5,8.1,10.5,10,32,2
282,CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,17.0,11.2,14.4,10,32,2
283,CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,15.8,9.2,12.8,10,48,1
284,CHRYSLER,300 AWD,FULL-SIZE,3.6,6,12.8,8.6,10.9,10,49,1
285,CHRYSLER,300 AWD (MDS),FULL-SIZE,5.7,8,16.1,10.0,13.4,10,50,1
286,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,12.8,8.6,10.9,10,51,1
287,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,17.3,11.7,14.8,10,51,1
288,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,12.4,7.7,10.3,10,52,1
289,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,16.8,10.3,13.9,10,52,1
290,CHRYSLER,300 SRT (MDS),FULL-SIZE,6.4,8,16.7,10.3,13.8,10,53,1
291,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,14.1,9.5,12.0,10,1787,4
292,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,19.7,13.3,16.8,10,1787,4
293,DODGE,AVENGER,MID-SIZE,2.4,4,11.2,8.0,9.8,11,364,2
294,DODGE,AVENGER,MID-SIZE,2.4,4,12.0,7.6,10.0,11,364,2
295,DODGE,AVENGER FFV,MID-SIZE,3.6,6,12.5,8.1,10.5,11,365,2
296,DODGE,AVENGER FFV,MID-SIZE,3.6,6,17.0,11.2,14.4,11,365,2
297,DODGE,CHALLENGER,MID-SIZE,3.6,6,13.2,8.7,11.2,11,467,2
298,DODGE,CHALLENGER,MID-SIZE,5.7,8,15.6,10.0,13.1,11,467,2
299,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,15.8,9.2,12.8,11,468,2
300,DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,16.8,10.4,13.9,11,472,2
301,DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,16.7,10.3,13.8,11,473,2
302,DODGE,CHARGER,FULL-SIZE,3.6,6,13.2,8.7,11.2,11,476,1
303,DODGE,CHARGER,FULL-SIZE,3.6,6,12.4,7.7,10.3,11,476,1
304,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,15.8,9.2,12.8,11,477,1
305,DODGE,CHARGER AWD,FULL-SIZE,3.6,6,12.8,8.6,10.9,11,478,1
306,DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,16.1,10.0,13.4,11,479,1
307,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,12.8,8.6,10.9,11,480,1
308,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,17.3,11.7,14.8,11,480,1
309,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,13.2,8.7,11.2,11,481,1
310,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,18.3,12.6,15.7,11,481,1
311,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,12.3,7.6,10.2,11,481,1
312,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,16.8,10.3,13.9,11,481,1
313,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,16.7,10.3,13.8,11,482,1
314,DODGE,DART,MID-SIZE,2.0,4,9.4,6.5,8.1,11,700,2
315,DODGE,DART,MID-SIZE,2.4,4,10.1,6.8,8.6,11,700,2
316,DODGE,DART,MID-SIZE,2.4,4,10.5,6.7,8.8,11,700,2
317,DODGE,DART FFV,MID-SIZE,2.0,4,9.9,7.0,8.6,11,701,2
318,DODGE,DART FFV,MID-SIZE,2.0,4,14.2,9.8,12.2,11,701,2
319,DODGE,DART GT,MID-SIZE,2.4,4,10.6,7.5,9.2,11,702,2
320,DODGE,DART GT,MID-SIZE,2.4,4,10.2,7.0,8.8,11,702,2
321,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,8.4,5.9,7.3,11,703,2
322,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,8.5,5.8,7.3,11,703,2
323,DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,17.3,10.8,14.4,11,713,12
324,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,13.9,9.8,12.1,11,714,12
325,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,17.7,13.0,15.6,11,714,12
326,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,13.7,9.4,11.8,11,989,4
327,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,19.2,13.1,16.5,11,989,4
328,DODGE,JOURNEY,SUV - SMALL,2.4,4,12.7,9.1,11.1,11,1100,11
329,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,14.5,9.9,12.4,11,1101,11
330,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,14.2,9.4,12.0,11,1102,11
331,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,18.9,12.9,16.2,11,1102,11
332,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,8.5,6.9,7.8,12,125,3
333,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,8.5,6.9,7.8,12,126,3
334,FIAT,500 CABRIO,MINICOMPACT,1.4,4,8.7,6.9,7.9,12,127,3
335,FIAT,500 CABRIO,MINICOMPACT,1.4,4,7.9,6.3,7.2,12,127,3
336,FIAT,500 CABRIO TURBO,MINICOMPACT,1.4,4,8.5,6.9,7.8,12,128,3
337,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,8.7,6.9,7.9,12,129,3
338,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,7.6,5.9,6.8,12,129,3
339,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,8.5,6.9,7.8,12,130,3
340,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,10.0,7.2,8.7,12,132,9
341,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,9.3,7.2,8.4,12,132,9
342,FORD,C-MAX HYBRID,FULL-SIZE,2.0,4,5.6,6.4,6.0,13,437,1
343,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,17.7,14.4,16.2,13,751,14
344,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,24.1,19.2,21.9,13,751,14
345,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,19.3,14.7,17.2,13,751,14
346,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,24.9,19.6,22.5,13,751,14
347,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,18.6,14.6,16.8,13,752,15
348,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,25.5,20.0,23.0,13,752,15
349,FORD,E350 WAGON,VAN - PASSENGER,6.8,10,23.9,17.8,21.2,13,753,15
350,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,20.6,15.5,18.3,13,754,15
351,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,26.7,20.5,23.9,13,754,15
352,FORD,EDGE,SUV - SMALL,2.0,4,11.3,7.9,9.8,13,759,11
353,FORD,EDGE,SUV - SMALL,3.5,6,12.6,8.7,10.8,13,759,11
354,FORD,EDGE AWD,SUV - SMALL,3.5,6,13.3,9.3,11.5,13,761,11
355,FORD,EDGE AWD,SUV - SMALL,3.7,6,13.7,10.4,12.2,13,761,11
356,FORD,ESCAPE,SUV - SMALL,1.6,4,10.4,7.4,9.1,13,792,11
357,FORD,ESCAPE,SUV - SMALL,2.0,4,10.9,8.0,9.6,13,792,11
358,FORD,ESCAPE,SUV - SMALL,2.5,4,10.9,7.5,9.4,13,792,11
359,FORD,ESCAPE AWD,SUV - SMALL,1.6,4,10.5,7.9,9.3,13,793,11
360,FORD,ESCAPE AWD,SUV - SMALL,2.0,4,11.2,8.5,10.0,13,793,11
361,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,18.2,13.3,16.0,13,796,12
362,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,24.5,18.0,21.6,13,796,12
363,FORD,EXPLORER,SUV - STANDARD,2.0,4,11.8,8.3,10.2,13,799,12
364,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,14.8,10.7,13.0,13,800,12
365,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,13.7,9.7,11.9,13,802,12
366,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,18.3,12.9,15.9,13,802,12
367,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,14.3,10.3,12.5,13,803,12
368,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,18.9,13.9,16.7,13,803,12
369,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,14.5,10.6,12.7,13,843,6
370,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,14.6,10.6,12.8,13,843,6
371,FORD,F-150,PICKUP TRUCK - STANDARD,6.2,8,18.3,12.9,15.9,13,843,6
372,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,15.9,11.3,13.8,13,846,6
373,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,15.4,11.0,13.4,13,846,6
374,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,6.2,8,20.1,14.4,17.5,13,846,6
375,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,14.0,10.3,12.3,13,851,6
376,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,18.8,13.7,16.5,13,851,6
377,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,14.0,10.3,12.3,13,851,6
378,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,18.8,13.7,16.5,13,851,6
379,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,16.4,12.3,14.6,13,851,6
380,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,22.1,16.7,19.7,13,851,6
381,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,16.4,12.3,14.6,13,851,6
382,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,22.1,16.7,19.7,13,851,6
383,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,15.0,11.4,13.4,13,854,6
384,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,20.2,15.3,18.0,13,854,6
385,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,15.0,11.4,13.4,13,854,6
386,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,20.2,15.3,18.0,13,854,6
387,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,16.8,12.6,14.9,13,854,6
388,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,22.4,17.0,20.0,13,854,6
389,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,16.7,12.5,14.8,13,854,6
390,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,22.4,16.9,19.9,13,854,6
391,FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,6.2,8,20.4,15.0,18.0,13,858,6
392,FORD,FIESTA,SUBCOMPACT,1.6,4,8.5,6.5,7.6,13,895,10
393,FORD,FIESTA,SUBCOMPACT,1.6,4,8.6,6.4,7.6,13,895,10
394,FORD,FIESTA SFE,SUBCOMPACT,1.0,4,7.5,5.5,6.6,13,896,10
395,FORD,FIESTA SFE,SUBCOMPACT,1.6,4,8.0,5.8,7.0,13,896,10
396,FORD,FIESTA ST,COMPACT,1.6,4,8.9,6.8,8.0,13,897,0
397,FORD,FLEX,SUV - STANDARD,3.5,6,13.2,9.4,11.5,13,900,12
398,FORD,FLEX AWD,SUV - STANDARD,3.5,6,13.7,10.2,12.1,13,901,12
399,FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,14.8,10.4,12.8,13,902,12
400,FORD,FOCUS,COMPACT,2.0,4,10.2,7.4,8.9,13,905,0
401,FORD,FOCUS FFV,COMPACT,2.0,4,8.8,6.4,7.7,13,907,0
402,FORD,FOCUS FFV,COMPACT,2.0,4,11.7,8.5,10.3,13,907,0
403,FORD,FOCUS FFV,COMPACT,2.0,4,8.9,6.4,7.8,13,907,0
404,FORD,FOCUS FFV,COMPACT,2.0,4,11.7,8.5,10.3,13,907,0
405,FORD,FOCUS FFV,COMPACT,2.0,4,9.1,6.6,8.0,13,907,0
406,FORD,FOCUS FFV,COMPACT,2.0,4,11.9,8.9,10.6,13,907,0
407,FORD,FOCUS SFE FFV,COMPACT,2.0,4,8.4,5.8,7.2,13,909,0
408,FORD,FOCUS SFE FFV,COMPACT,2.0,4,11.6,8.3,10.1,13,909,0
409,FORD,FUSION,MID-SIZE,1.5,4,10.1,6.6,8.5,13,922,2
410,FORD,FUSION,MID-SIZE,1.6,4,9.4,6.4,8.1,13,922,2
411,FORD,FUSION,MID-SIZE,2.0,4,10.5,7.1,9.0,13,922,2
412,FORD,FUSION,MID-SIZE,2.5,4,10.5,7.0,8.9,13,922,2
413,FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,9.5,6.3,8.1,13,923,2
414,FORD,FUSION AWD,MID-SIZE,2.0,4,10.9,7.5,9.4,13,924,2
415,FORD,FUSION HYBRID,MID-SIZE,2.0,4,5.3,5.7,5.5,13,925,2
416,FORD,MUSTANG,SUBCOMPACT,3.7,6,12.1,7.8,10.2,13,1265,10
417,FORD,MUSTANG,SUBCOMPACT,3.7,6,12.7,8.1,10.6,13,1265,10
418,FORD,MUSTANG,SUBCOMPACT,5.0,8,13.3,9.3,11.5,13,1265,10
419,FORD,MUSTANG,SUBCOMPACT,5.0,8,15.4,9.4,12.7,13,1265,10
420,FORD,MUSTANG,SUBCOMPACT,5.8,8,15.9,9.9,13.2,13,1265,10
421,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6,12.5,8.2,10.6,13,1267,10
422,FORD,TAURUS,FULL-SIZE,2.0,4,10.5,7.3,9.1,13,1766,1
423,FORD,TAURUS AWD,FULL-SIZE,3.5,6,13.7,9.4,11.8,13,1767,1
424,FORD,TAURUS FFV,FULL-SIZE,3.5,6,12.1,8.1,10.3,13,1768,1
425,FORD,TAURUS FFV,FULL-SIZE,3.5,6,17.0,11.1,14.3,13,1768,1
426,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,13.0,9.1,11.2,13,1769,1
427,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,18.4,12.5,15.7,13,1769,1
428,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,1.6,4,10.8,8.0,9.5,13,1788,7
429,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4,11.3,8.2,9.9,13,1788,7
430,FORD,TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,1.6,4,11.5,8.3,10.1,13,1789,7
431,FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,11.9,8.5,10.4,13,1792,7
432,GMC,ACADIA,SUV - STANDARD,3.6,6,14.3,9.9,12.3,15,260,12
433,GMC,ACADIA AWD,SUV - STANDARD,3.6,6,14.9,10.4,12.9,15,261,12
434,GMC,SAVANA 1500 CARGO,VAN - CARGO,4.3,6,17.1,12.7,15.1,15,1625,14
435,GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,18.0,13.4,15.9,15,1625,14
436,GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,23.5,17.7,20.9,15,1625,14
437,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,18.3,14.2,16.5,15,1626,14
438,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,23.7,18.8,21.5,15,1626,14
439,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,18.6,13.9,16.5,15,1627,14
440,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,23.9,18.5,21.5,15,1627,14
441,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,18.3,14.2,16.5,15,1628,14
442,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,25.3,19.3,22.6,15,1628,14
443,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,18.6,13.9,16.5,15,1629,15
444,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,23.9,18.5,21.5,15,1629,15
445,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,18.3,14.2,16.5,15,1630,15
446,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,25.3,19.3,22.6,15,1630,15
447,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,21.1,14.2,18.0,15,1631,15
448,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,21.9,15.0,18.8,15,1631,15
449,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,30.0,20.4,25.7,15,1631,15
450,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,21.3,14.3,18.2,15,1633,15
451,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,22.1,15.0,18.9,15,1633,15
452,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,30.2,20.5,25.8,15,1633,15
453,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,13.4,9.9,11.8,15,1645,6
454,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,18.9,14.2,16.8,15,1645,6
455,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,14.6,10.3,12.7,15,1645,6
456,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,19.5,13.7,16.9,15,1645,6
457,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,16.3,11.4,14.1,15,1645,6
458,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,14.2,10.6,12.6,15,1646,6
459,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,20.0,15.1,17.8,15,1646,6
460,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,14.9,10.6,13.0,15,1646,6
461,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,19.9,14.2,17.3,15,1646,6
462,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,16.4,11.7,14.3,15,1646,6
463,GMC,TERRAIN,SUV - SMALL,2.4,4,10.5,7.3,9.1,15,1770,11
464,GMC,TERRAIN,SUV - SMALL,3.6,6,13.9,9.6,12.0,15,1770,11
465,GMC,TERRAIN,SUV - SMALL,3.6,6,18.8,13.1,16.2,15,1770,11
466,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,11.5,8.2,10.0,15,1771,11
467,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,14.8,9.9,12.6,15,1771,11
468,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,19.8,13.6,17.0,15,1771,11
469,GMC,YUKON,SUV - STANDARD,5.3,8,16.0,11.1,13.8,15,2020,12
470,GMC,YUKON,SUV - STANDARD,5.3,8,21.5,14.6,18.4,15,2020,12
471,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,16.0,11.1,13.8,15,2021,12
472,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,21.5,14.6,18.4,15,2021,12
473,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,17.0,11.8,14.7,15,2024,12
474,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,23.3,16.1,20.1,15,2024,12
475,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,18.8,13.4,16.4,15,2025,12
476,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,25.7,17.8,22.1,15,2025,12
477,GMC,YUKON XL,SUV - STANDARD,5.3,8,16.0,11.1,13.8,15,2027,12
478,GMC,YUKON XL,SUV - STANDARD,5.3,8,21.5,14.6,18.4,15,2027,12
479,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,16.0,11.1,13.8,15,2028,12
480,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,21.5,14.6,18.4,15,2028,12
481,HONDA,ACCORD,MID-SIZE,2.4,4,9.0,6.6,7.9,16,263,2
482,HONDA,ACCORD,MID-SIZE,2.4,4,9.1,6.9,8.1,16,263,2
483,HONDA,ACCORD,MID-SIZE,2.4,4,10.1,6.9,8.7,16,263,2
484,HONDA,ACCORD,MID-SIZE,3.5,6,11.0,6.8,9.1,16,263,2
485,HONDA,ACCORD,MID-SIZE,3.5,6,11.4,7.3,9.6,16,263,2
486,HONDA,ACCORD,MID-SIZE,3.5,6,13.0,8.4,10.9,16,263,2
487,HONDA,ACCORD HYBRID,MID-SIZE,2.0,4,4.7,4.9,4.8,16,265,2
488,HONDA,CIVIC,COMPACT,1.8,4,7.9,6.0,7.0,16,496,0
489,HONDA,CIVIC,COMPACT,1.8,4,8.1,6.2,7.2,16,496,0
490,HONDA,CIVIC,COMPACT,1.8,4,8.5,6.6,7.6,16,496,0
491,HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,6,12.5,8.5,10.7,16,561,11
492,HONDA,CR-V,SUV - SMALL,2.4,4,10.3,7.6,9.1,16,558,11
493,HONDA,CR-V AWD,SUV - SMALL,2.4,4,10.6,7.9,9.4,16,559,11
494,HONDA,CR-Z,TWO-SEATER,1.5,4,6.6,6.0,6.3,16,560,13
495,HONDA,CR-Z,TWO-SEATER,1.5,4,7.6,6.1,6.9,16,560,13
496,HONDA,FIT,STATION WAGON - SMALL,1.5,4,8.3,6.5,7.5,16,898,9
497,HONDA,FIT,STATION WAGON - SMALL,1.5,4,8.3,6.9,7.7,16,898,9
498,HONDA,ODYSSEY,MINIVAN,3.5,6,12.3,8.5,10.6,16,1324,4
499,HONDA,PILOT,SUV - SMALL,3.5,6,13.3,9.3,11.5,16,1370,11
500,HONDA,PILOT AWD,SUV - SMALL,3.5,6,13.9,9.7,12.0,16,1372,11
501,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,15.2,11.3,13.4,16,1507,6
502,HYUNDAI,ACCENT,COMPACT,1.6,4,8.8,6.3,7.7,17,262,0
503,HYUNDAI,ACCENT,COMPACT,1.6,4,8.7,6.4,7.7,17,262,0
504,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,9.8,7.2,8.6,17,765,2
505,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,9.8,7.0,8.5,17,765,2
506,HYUNDAI,EQUUS,FULL-SIZE,5.0,8,15.7,10.2,13.2,17,784,1
507,HYUNDAI,GENESIS,FULL-SIZE,3.8,6,13.0,8.7,11.1,17,947,1
508,HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,13.0,9.1,11.2,17,1617,11
509,HYUNDAI,SANTA FE 4WD,SUV - SMALL,3.3,6,13.3,9.5,11.6,17,1618,11
510,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,11.6,8.7,10.3,17,1620,11
511,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.0,4,12.9,9.7,11.5,17,1621,11
512,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.4,4,12.5,9.4,11.1,17,1621,11
513,HYUNDAI,SONATA,FULL-SIZE,2.0,4,11.4,7.5,9.6,17,1670,1
514,HYUNDAI,SONATA,FULL-SIZE,2.4,4,9.8,7.0,8.5,17,1670,1
515,HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,6.5,5.9,6.2,17,1671,2
516,HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,4,6.6,5.9,6.3,17,1672,2
517,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,10.2,8.2,9.3,17,1814,11
518,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,11.4,8.6,10.1,17,1814,11
519,HYUNDAI,TUCSON,SUV - SMALL,2.4,4,11.3,8.3,10.0,17,1814,11
520,HYUNDAI,TUCSON 4WD,SUV - SMALL,2.0,4,11.4,9.3,10.5,17,1815,11
521,HYUNDAI,TUCSON 4WD,SUV - SMALL,2.4,4,11.6,9.3,10.6,17,1815,11
522,HYUNDAI,VELOSTER,COMPACT,1.6,4,8.6,6.6,7.7,17,1874,0
523,HYUNDAI,VELOSTER,COMPACT,1.6,4,9.1,6.7,8.0,17,1874,0
524,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,9.9,7.5,8.8,17,1875,0
525,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,9.7,7.1,8.5,17,1875,0
526,INFINITI,Q50,MID-SIZE,3.7,6,12.0,8.0,10.2,18,1415,2
527,INFINITI,Q50 AWD,MID-SIZE,3.7,6,12.6,8.7,10.8,18,1416,2
528,INFINITI,Q50 HYBRID,COMPACT,3.5,6,8.2,6.7,7.5,18,1419,0
529,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,8.7,7.5,8.2,18,1420,0
530,INFINITI,Q60 AWD COUPE,SUBCOMPACT,3.7,6,13.3,9.4,11.5,18,1426,10
531,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,13.6,9.3,11.7,18,1429,10
532,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,14.3,9.8,12.3,18,1429,10
533,INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,12.9,8.9,11.1,18,1430,10
534,INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,13.5,9.3,11.6,18,1430,10
535,INFINITI,Q70,MID-SIZE,3.7,6,12.8,8.9,11.0,18,1434,2
536,INFINITI,Q70,MID-SIZE,5.6,8,14.5,9.5,12.3,18,1434,2
537,INFINITI,Q70 AWD,MID-SIZE,3.7,6,13.2,9.6,11.6,18,1435,2
538,INFINITI,Q70 AWD,MID-SIZE,5.6,8,15.0,10.2,12.8,18,1435,2
539,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,8.0,7.0,7.6,18,1436,2
540,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,13.6,9.6,11.8,18,1446,9
541,INFINITI,QX60,SUV - SMALL,3.5,6,11.9,9.0,10.6,18,1447,11
542,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,12.3,9.3,11.0,18,1448,11
543,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,8.8,8.2,8.5,18,1449,12
544,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,14.5,10.7,12.8,18,1450,11
