,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Makecodif,Modelcodif,Vehicle Classcodif
5466,ALFA ROMEO,4C Coupe,TWO-SEATER,1.8,4,9.7,6.9,8.4,1,115,13
5467,ALFA ROMEO,4C Spider,TWO-SEATER,1.8,4,9.7,6.9,8.4,1,117,13
5468,ALFA ROMEO,Giulia,MID-SIZE,2.0,4,10.0,7.2,8.7,1,1016,2
5469,ALFA ROMEO,Giulia AWD,MID-SIZE,2.0,4,10.5,7.7,9.2,1,1017,2
5470,ALFA ROMEO,Giulia Quadrifoglio,MID-SIZE,2.9,6,13.8,9.6,11.9,1,1018,2
5471,ALFA ROMEO,Stelvio,SUV - SMALL,2.0,4,10.3,8.1,9.3,1,1746,11
5472,ALFA ROMEO,Stelvio AWD,SUV - SMALL,2.0,4,10.8,8.3,9.6,1,1747,11
5473,ALFA ROMEO,Stelvio AWD Quadrifoglio,SUV - SMALL,2.9,6,14.1,10.4,12.4,1,1748,11
5474,ASTON MARTIN,DB11 V8,MINICOMPACT,4.0,8,13.0,9.8,11.5,2,707,3
5475,ASTON MARTIN,DB11 AMR,MINICOMPACT,5.2,12,15.5,10.6,13.3,2,705,3
5476,ASTON MARTIN,DBS Superleggera,MINICOMPACT,5.2,12,16.4,10.7,13.8,2,710,3
5477,ASTON MARTIN,Rapide AMR,SUBCOMPACT,6.0,12,16.7,10.9,14.1,2,1551,10
5478,ASTON MARTIN,Vanquish Zagato,MINICOMPACT,6.0,12,17.5,11.4,14.7,2,1886,3
5479,ASTON MARTIN,Vantage V8,TWO-SEATER,4.0,8,12.7,9.4,11.2,2,1887,13
5480,AUDI,A3,SUBCOMPACT,2.0,4,9.1,6.8,8.1,3,228,10
5481,AUDI,A3 quattro,SUBCOMPACT,2.0,4,10.9,7.9,9.6,3,233,10
5482,AUDI,A3 Cabriolet quattro,SUBCOMPACT,2.0,4,10.7,7.9,9.5,3,230,10
5483,AUDI,A4,COMPACT,2.0,4,8.6,6.9,7.8,3,234,0
5484,AUDI,A4 quattro,COMPACT,2.0,4,10.0,7.0,8.7,3,239,0
5485,AUDI,A4 allroad quattro,STATION WAGON - SMALL,2.0,4,10.7,8.0,9.5,3,238,9
5486,AUDI,A5 quattro,SUBCOMPACT,2.0,4,10.0,7.0,8.7,3,245,10
5487,AUDI,A5 Cabriolet quattro,SUBCOMPACT,2.0,4,10.0,7.0,8.7,3,241,10
5488,AUDI,A5 Sportback quattro,MID-SIZE,2.0,4,10.0,7.0,8.7,3,244,2
5489,AUDI,A6 quattro,MID-SIZE,3.0,6,10.7,8.2,9.6,3,249,2
5490,AUDI,A7 quattro,MID-SIZE,3.0,6,10.7,8.2,9.6,3,252,2
5491,AUDI,A8L,FULL-SIZE,3.0,6,12.5,8.6,10.8,3,257,1
5492,AUDI,Q3 quattro,SUV - SMALL,2.0,4,12.3,8.6,10.6,3,1408,11
5493,AUDI,Q5,SUV - SMALL,2.0,4,10.9,8.7,9.9,3,1409,11
5494,AUDI,Q7,SUV - STANDARD,2.0,4,12.2,9.5,11.0,3,1432,12
5495,AUDI,Q7,SUV - STANDARD,3.0,6,12.6,9.4,11.1,3,1432,12
5496,AUDI,Q8,SUV - STANDARD,3.0,6,14.0,10.7,12.5,3,1437,12
5497,AUDI,RS 3,SUBCOMPACT,2.5,5,12.4,8.4,10.6,3,1517,10
5498,AUDI,RS 5 Coupe,SUBCOMPACT,2.9,6,13.3,8.7,11.3,3,1520,10
5499,AUDI,RS 5 Sportback,MID-SIZE,2.9,6,13.5,9.0,11.5,3,1521,2
5500,AUDI,S3,SUBCOMPACT,2.0,4,10.7,8.0,9.5,3,1578,10
5501,AUDI,S4,COMPACT,3.0,6,11.3,8.0,9.8,3,1580,0
5502,AUDI,S5,SUBCOMPACT,3.0,6,11.3,8.0,9.8,3,1582,10
5503,AUDI,S5 Cabriolet,SUBCOMPACT,3.0,6,11.4,8.2,9.9,3,1585,10
5504,AUDI,S5 Sportback,MID-SIZE,3.0,6,11.3,8.0,9.8,3,1588,2
5505,AUDI,SQ5,SUV - SMALL,3.0,6,12.7,10.0,11.5,3,1690,11
5506,AUDI,TT Coupe quattro,SUBCOMPACT,2.0,4,10.3,7.7,9.2,3,1805,10
5507,AUDI,TT Roadster quattro,TWO-SEATER,2.0,4,10.3,7.7,9.2,3,1809,13
5508,AUDI,TT RS Coupe,SUBCOMPACT,2.5,5,12.0,8.3,10.3,3,1808,10
5509,AUDI,TTS Coupe,SUBCOMPACT,2.0,4,10.4,8.2,9.4,3,1812,10
5510,BENTLEY,Bentayga,SUV - STANDARD,4.0,8,16.4,10.1,13.6,4,412,12
5511,BENTLEY,Mulsanne,MID-SIZE,6.8,8,24.5,14.4,20.0,4,1292,2
5512,BMW,230i xDrive Cabriolet,SUBCOMPACT,2.0,4,10.2,7.2,8.8,5,45,10
5513,BMW,230i xDrive Coupe,SUBCOMPACT,2.0,4,9.9,7.1,8.6,5,46,10
5514,BMW,330i xDrive,COMPACT,2.0,4,9.5,6.9,8.3,5,70,0
5515,BMW,330i xDrive Gran Turismo,FULL-SIZE,2.0,4,10.2,7.2,8.8,5,71,1
5516,BMW,330i xDrive Touring,STATION WAGON - SMALL,2.0,4,10.2,7.2,8.8,5,73,9
5517,BMW,430i xDrive Cabriolet,SUBCOMPACT,2.0,4,10.6,7.3,9.1,5,96,10
5518,BMW,430i xDrive Coupe,COMPACT,2.0,4,10.2,7.2,8.8,5,97,0
5519,BMW,430i xDrive Gran Coupe,COMPACT,2.0,4,10.2,7.2,8.8,5,98,0
5520,BMW,440i Coupe,COMPACT,3.0,6,11.2,7.3,9.4,5,106,0
5521,BMW,440i Coupe,COMPACT,3.0,6,12.8,8.8,11.0,5,106,0
5522,BMW,440i xDrive Cabriolet,SUBCOMPACT,3.0,6,11.8,7.9,10.0,5,110,10
5523,BMW,440i xDrive Coupe,COMPACT,3.0,6,11.4,7.6,9.7,5,111,0
5524,BMW,440i xDrive Coupe,COMPACT,3.0,6,13.0,8.5,11.0,5,111,0
5525,BMW,440i xDrive Gran Coupe,COMPACT,3.0,6,11.4,7.6,9.7,5,112,0
5526,BMW,530i xDrive,MID-SIZE,2.0,4,10.2,7.2,8.8,5,140,2
5527,BMW,540i xDrive,MID-SIZE,3.0,6,11.2,8.1,9.8,5,148,2
5528,BMW,640i xDrive Gran Coupe,COMPACT,3.0,6,12.3,8.4,10.5,5,156,0
5529,BMW,640i xDrive Gran Turismo,FULL-SIZE,3.0,6,11.9,8.4,10.3,5,157,1
5530,BMW,650i xDrive Gran Coupe,COMPACT,4.4,8,14.0,9.6,12.0,5,161,0
5531,BMW,750i xDrive,FULL-SIZE,4.4,8,13.3,9.2,11.5,5,172,1
5532,BMW,750Li xDrive,FULL-SIZE,4.4,8,14.0,9.6,12.0,5,167,1
5533,BMW,Alpina B6 xDrive Gran Coupe,COMPACT,4.4,8,14.0,9.6,12.0,5,378,0
5534,BMW,Alpina B7 xDrive,FULL-SIZE,4.4,8,14.0,9.6,12.0,5,379,1
5535,BMW,M2 Competition,SUBCOMPACT,3.0,6,14.3,10.4,12.6,5,1159,10
5536,BMW,M2 Competition,SUBCOMPACT,3.0,6,13.4,9.6,11.7,5,1159,10
5537,BMW,M240i Cabriolet,SUBCOMPACT,3.0,6,11.2,7.8,9.7,5,1168,10
5538,BMW,M240i Cabriolet,SUBCOMPACT,3.0,6,12.8,8.8,11.0,5,1168,10
5539,BMW,M240i Coupe,SUBCOMPACT,3.0,6,11.2,7.8,9.7,5,1169,10
5540,BMW,M240i Coupe,SUBCOMPACT,3.0,6,12.8,8.8,11.0,5,1169,10
5541,BMW,M240i Coupe M Performance,SUBCOMPACT,3.0,6,11.2,7.8,9.7,5,1170,10
5542,BMW,M240i Coupe M Performance,SUBCOMPACT,3.0,6,12.8,8.8,11.0,5,1170,10
5543,BMW,M240i xDrive Cabriolet,SUBCOMPACT,3.0,6,11.3,8.0,9.8,5,1173,10
5544,BMW,M240i xDrive Coupe,SUBCOMPACT,3.0,6,11.3,8.0,9.8,5,1174,10
5545,BMW,M240i xDrive Coupe M Performance,SUBCOMPACT,3.0,6,11.3,8.0,9.8,5,1175,10
5546,BMW,M4 Cabriolet,SUBCOMPACT,3.0,6,14.5,10.5,12.7,5,1182,10
5547,BMW,M4 Cabriolet,SUBCOMPACT,3.0,6,13.8,9.4,11.9,5,1182,10
5548,BMW,M4 Cabriolet Competition,SUBCOMPACT,3.0,6,14.5,10.5,12.7,5,1183,10
5549,BMW,M4 Cabriolet Competition,SUBCOMPACT,3.0,6,13.8,9.4,11.9,5,1183,10
5550,BMW,M4 Coupe,COMPACT,3.0,6,14.3,10.4,12.6,5,1184,0
5551,BMW,M4 Coupe,COMPACT,3.0,6,13.4,9.6,11.7,5,1184,0
5552,BMW,M4 Coupe Competition,COMPACT,3.0,6,14.3,10.4,12.6,5,1185,0
5553,BMW,M4 Coupe Competition,COMPACT,3.0,6,13.4,9.6,11.7,5,1185,0
5554,BMW,M4 CS,COMPACT,3.0,6,14.3,10.4,12.6,5,1181,0
5555,BMW,M5,MID-SIZE,4.4,8,16.0,11.2,13.9,5,1186,2
5556,BMW,M5 Competition,MID-SIZE,4.4,8,16.0,11.2,13.9,5,1187,2
5557,BMW,M550i xDrive,MID-SIZE,4.4,8,13.3,9.2,11.5,5,1191,2
5558,BMW,M6 Gran Coupe,COMPACT,4.4,8,17.3,11.6,14.7,5,1197,0
5559,BMW,M760Li xDrive,FULL-SIZE,6.6,12,17.7,11.9,15.1,5,1198,1
5560,BMW,M850i xDrive Cabriolet,SUBCOMPACT,4.4,8,13.5,9.2,11.6,5,1207,10
5561,BMW,M850i xDrive Coupe,SUBCOMPACT,4.4,8,13.3,9.2,11.5,5,1208,10
5562,BMW,X1 xDrive28i,SUV - SMALL,2.0,4,10.7,7.5,9.3,5,1915,11
5563,BMW,X2 xDrive28i,SUV - SMALL,2.0,4,11.0,7.7,9.5,5,1918,11
5564,BMW,X3 xDrive30i,SUV - SMALL,2.0,4,10.8,8.0,9.6,5,1926,11
5565,BMW,X3 M40i,SUV - SMALL,3.0,6,11.9,8.7,10.4,5,1921,11
5566,BMW,X4 xDrive30i,SUV - SMALL,2.0,4,10.8,8.0,9.6,5,1932,11
5567,BMW,X4 M40i,SUV - SMALL,3.0,6,11.9,8.7,10.4,5,1929,11
5568,BMW,X5 xDrive40i,SUV - STANDARD,3.0,6,11.7,9.1,10.5,5,1938,12
5569,BMW,X5 xDrive50i,SUV - STANDARD,4.4,8,15.3,11.1,13.4,5,1939,12
5570,BMW,X6 xDrive35i,SUV - STANDARD,3.0,6,13.0,9.9,11.6,5,1944,12
5571,BMW,X6 xDrive50i,SUV - STANDARD,4.4,8,14.3,10.6,12.6,5,1946,12
5572,BMW,X6 M,SUV - STANDARD,4.4,8,16.6,12.1,14.6,5,1940,12
5573,BMW,X7 xDrive40i,SUV - STANDARD,3.0,6,12.0,9.4,10.8,5,1948,12
5574,BMW,X7 xDrive50i,SUV - STANDARD,4.4,8,14.3,10.6,12.6,5,1949,12
5575,BUGATTI,Chiron,TWO-SEATER,8.0,16,26.8,16.6,22.2,6,655,13
5576,BUICK,Enclave,SUV - STANDARD,3.6,6,13.0,9.1,11.2,7,821,12
5577,BUICK,Enclave AWD,SUV - STANDARD,3.6,6,13.8,9.5,11.9,7,822,12
5578,BUICK,Encore,SUV - SMALL,1.4,4,9.4,7.8,8.7,7,823,11
5579,BUICK,Encore (SIDI with Stop/Start),SUV - SMALL,1.4,4,8.9,7.5,8.3,7,824,11
5580,BUICK,Encore AWD,SUV - SMALL,1.4,4,9.9,8.1,9.1,7,825,11
5581,BUICK,Encore AWD (SIDI with Stop/Start),SUV - SMALL,1.4,4,9.4,7.9,8.8,7,826,11
5582,BUICK,Envision AWD,SUV - SMALL,2.0,4,11.7,9.4,10.7,7,829,11
5583,BUICK,Envision AWD,SUV - SMALL,2.5,4,11.1,8.6,10.0,7,829,11
5584,BUICK,LaCrosse,MID-SIZE,3.6,6,11.7,7.8,9.9,7,1150,2
5585,BUICK,LaCrosse eAssist,MID-SIZE,2.5,4,9.4,6.8,8.2,7,1152,2
5586,BUICK,LaCrosse AWD,MID-SIZE,3.6,6,11.7,8.2,10.1,7,1151,2
5587,BUICK,Regal,MID-SIZE,2.0,4,10.6,7.4,9.1,7,1552,2
5588,BUICK,Regal AWD,MID-SIZE,2.0,4,11.0,8.0,9.6,7,1553,2
5589,BUICK,Regal AWD,MID-SIZE,3.6,6,12.4,8.7,10.7,7,1553,2
5590,CADILLAC,CT6 AWD,FULL-SIZE,3.0,6,13.1,9.1,11.3,8,582,1
5591,CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,13.0,8.8,11.1,8,582,1
5592,CADILLAC,CT6 AWD,FULL-SIZE,4.2,8,17.3,9.5,13.8,8,582,1
5593,CADILLAC,CTS,MID-SIZE,2.0,4,11.0,7.8,9.5,8,583,2
5594,CADILLAC,CTS,MID-SIZE,3.6,6,12.3,8.2,10.5,8,583,2
5595,CADILLAC,CTS AWD,MID-SIZE,2.0,4,11.4,8.1,9.9,8,584,2
5596,CADILLAC,CTS AWD,MID-SIZE,3.6,6,13.3,9.2,11.5,8,584,2
5597,CADILLAC,CTS Vsport,MID-SIZE,3.6,6,15.0,9.9,12.7,8,592,2
5598,CADILLAC,CTS-V,MID-SIZE,6.2,8,17.1,11.0,14.3,8,593,2
5599,CADILLAC,Escalade 4WD,SUV - STANDARD,6.2,8,16.6,10.9,14.0,8,832,12
5600,CADILLAC,XT4,SUV - SMALL,2.0,4,9.8,7.8,8.9,8,2006,11
5601,CADILLAC,XT4 AWD,SUV - SMALL,2.0,4,10.9,8.2,9.7,8,2007,11
5602,CADILLAC,XT5,SUV - SMALL,3.6,6,12.1,8.9,10.6,8,2008,11
5603,CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,12.8,9.3,11.2,8,2009,11
5604,CADILLAC,XTS,FULL-SIZE,3.6,6,12.9,8.7,11.0,8,2012,1
5605,CADILLAC,XTS AWD,FULL-SIZE,3.6,6,13.7,9.0,11.6,8,2013,1
5606,CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,15.0,10.1,12.8,8,2014,1
5607,CHEVROLET,Blazer,SUV - SMALL,2.5,4,10.8,8.8,9.9,9,413,11
5608,CHEVROLET,Blazer,SUV - SMALL,3.6,6,12.0,9.0,10.6,9,413,11
5609,CHEVROLET,Blazer AWD,SUV - SMALL,3.6,6,12.7,9.5,11.3,9,414,11
5610,CHEVROLET,Camaro,SUBCOMPACT,2.0,4,10.8,7.7,9.4,9,614,10
5611,CHEVROLET,Camaro,SUBCOMPACT,2.0,4,11.9,7.9,10.1,9,614,10
5612,CHEVROLET,Camaro,SUBCOMPACT,3.6,6,12.3,8.2,10.4,9,614,10
5613,CHEVROLET,Camaro,SUBCOMPACT,3.6,6,14.3,8.8,11.8,9,614,10
5614,CHEVROLET,Camaro SS,SUBCOMPACT,6.2,8,14.5,8.8,12.0,9,615,10
5615,CHEVROLET,Camaro SS,SUBCOMPACT,6.2,8,14.9,9.9,12.6,9,615,10
5616,CHEVROLET,Camaro ZL1,SUBCOMPACT,6.2,8,18.3,11.2,15.1,9,616,10
5617,CHEVROLET,Camaro ZL1,SUBCOMPACT,6.2,8,17.2,12.0,14.9,9,616,10
5618,CHEVROLET,Colorado,PICKUP TRUCK - SMALL,2.5,4,12.1,9.2,10.8,9,663,5
5619,CHEVROLET,Colorado,PICKUP TRUCK - SMALL,2.5,4,11.9,9.2,10.7,9,663,5
5620,CHEVROLET,Colorado,PICKUP TRUCK - SMALL,2.8,4,11.8,7.9,10.1,9,663,5
5621,CHEVROLET,Colorado,PICKUP TRUCK - SMALL,3.6,6,13.4,9.6,11.7,9,663,5
5622,CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,2.5,4,12.7,9.8,11.4,9,664,5
5623,CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,2.8,4,12.2,8.4,10.5,9,664,5
5624,CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,3.6,6,14.0,9.9,12.2,9,664,5
5625,CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,13.3,10.6,12.1,9,665,5
5626,CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,15.0,13.0,14.1,9,665,5
5627,CHEVROLET,Corvette,TWO-SEATER,6.2,8,15.6,9.2,12.7,9,688,13
5628,CHEVROLET,Corvette,TWO-SEATER,6.2,8,14.6,9.3,12.2,9,688,13
5629,CHEVROLET,Corvette Z06,TWO-SEATER,6.2,8,17.2,10.1,14.0,9,689,13
5630,CHEVROLET,Corvette Z06,TWO-SEATER,6.2,8,15.9,10.6,13.5,9,689,13
5631,CHEVROLET,Corvette ZR1,TWO-SEATER,6.2,8,19.5,12.0,16.1,9,690,13
5632,CHEVROLET,Corvette ZR1,TWO-SEATER,6.2,8,18.2,12.5,15.6,9,690,13
5633,CHEVROLET,Cruze,COMPACT,1.4,4,8.3,6.2,7.3,9,692,0
5634,CHEVROLET,Cruze Premier,COMPACT,1.4,4,8.3,6.2,7.3,9,697,0
5635,CHEVROLET,Cruze Diesel,COMPACT,1.6,4,7.6,4.9,6.4,9,693,0
5636,CHEVROLET,Cruze Hatchback,MID-SIZE,1.4,4,8.3,6.2,7.3,9,694,2
5637,CHEVROLET,Cruze Hatchback Premier,MID-SIZE,1.4,4,8.5,6.4,7.5,9,696,2
5638,CHEVROLET,Cruze Hatchback Diesel,MID-SIZE,1.6,4,7.8,5.2,6.6,9,695,2
5639,CHEVROLET,Equinox,SUV - SMALL,1.5,4,9.2,7.3,8.3,9,830,11
5640,CHEVROLET,Equinox,SUV - SMALL,1.6,4,8.5,6.0,7.4,9,830,11
5641,CHEVROLET,Equinox AWD,SUV - SMALL,1.5,4,9.3,7.8,8.6,9,831,11
5642,CHEVROLET,Equinox AWD,SUV - SMALL,1.6,4,8.5,6.1,7.4,9,831,11
5643,CHEVROLET,Equinox AWD,SUV - SMALL,2.0,4,10.9,8.3,9.7,9,831,11
5644,CHEVROLET,Impala,FULL-SIZE,2.5,4,10.8,8.0,9.6,9,1080,1
5645,CHEVROLET,Impala,FULL-SIZE,3.6,6,12.7,8.5,10.8,9,1080,1
5646,CHEVROLET,Impala,FULL-SIZE,3.6,6,17.2,11.6,14.6,9,1080,1
5647,CHEVROLET,Malibu,MID-SIZE,1.5,4,8.2,6.6,7.5,9,1272,2
5648,CHEVROLET,Malibu,MID-SIZE,2.0,4,10.5,7.4,9.1,9,1272,2
5649,CHEVROLET,Malibu Hybrid,MID-SIZE,1.8,4,4.8,5.5,5.1,9,1273,2
5650,CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,2.7,4,11.9,10.3,11.1,9,1725,6
5651,CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,4.3,6,15.1,11.5,13.5,9,1725,6
5652,CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,15.9,11.4,13.9,9,1725,6
5653,CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,15.7,11.9,14.0,9,1731,6
5654,CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,21.1,15.0,18.4,9,1731,6
5655,CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,14.1,10.2,12.4,9,1725,6
5656,CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,2.7,4,12.5,10.8,11.7,9,1726,6
5657,CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,4.3,6,15.8,11.9,14.0,9,1726,6
5658,CHEVROLET,Silverado 4WD Trail Boss,PICKUP TRUCK - STANDARD,4.3,6,16.3,12.9,14.8,9,1730,6
5659,CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,15.9,11.7,14.0,9,1726,6
5660,CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,16.1,12.5,14.4,9,1728,6
5661,CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,22.0,16.1,19.3,9,1728,6
5662,CHEVROLET,Silverado 4WD Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,16.5,13.0,14.9,9,1730,6
5663,CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,14.9,10.8,13.1,9,1726,6
5664,CHEVROLET,Silverado 4WD Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,15.3,11.8,13.7,9,1730,6
5665,CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,6.2,8,15.0,12.0,13.7,9,1726,6
5666,CHEVROLET,Silverado LD,PICKUP TRUCK - STANDARD,5.3,8,15.6,10.9,13.5,9,1732,6
5667,CHEVROLET,Silverado LD 4WD,PICKUP TRUCK - STANDARD,5.3,8,15.8,11.4,13.8,9,1733,6
5668,CHEVROLET,Spark,SUBCOMPACT,1.4,4,7.9,6.2,7.1,9,1743,10
5669,CHEVROLET,Spark,SUBCOMPACT,1.4,4,8.0,6.2,7.2,9,1743,10
5670,CHEVROLET,Suburban,SUV - STANDARD,5.3,8,15.7,10.5,13.4,9,1750,12
5671,CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,15.7,10.5,13.4,9,1753,12
5672,CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,21.2,13.9,17.9,9,1753,12
5673,CHEVROLET,Suburban 4WD,SUV - STANDARD,5.3,8,16.8,11.3,14.3,9,1751,12
5674,CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,16.8,11.3,14.3,9,1752,12
5675,CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,22.2,15.2,19.0,9,1752,12
5676,CHEVROLET,Suburban 4WD,SUV - STANDARD,6.2,8,17.1,11.3,14.5,9,1751,12
5677,CHEVROLET,Tahoe,SUV - STANDARD,5.3,8,15.7,10.5,13.4,9,1823,12
5678,CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,15.7,10.5,13.4,9,1826,12
5679,CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,21.2,13.9,17.9,9,1826,12
5680,CHEVROLET,Tahoe 4WD,SUV - STANDARD,5.3,8,15.8,11.1,13.7,9,1824,12
5681,CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,15.8,11.1,13.7,9,1825,12
5682,CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,21.7,14.3,18.4,9,1825,12
5683,CHEVROLET,Tahoe 4WD,SUV - STANDARD,6.2,8,16.4,10.7,13.8,9,1824,12
5684,CHEVROLET,Traverse,SUV - STANDARD,3.6,6,13.0,8.8,11.1,9,1843,12
5685,CHEVROLET,Traverse AWD,SUV - STANDARD,3.6,6,13.7,9.5,11.8,9,1844,12
5686,CHEVROLET,Trax,SUV - SMALL,1.4,4,9.1,7.6,8.4,9,1845,11
5687,CHEVROLET,Trax,SUV - SMALL,1.4,4,9.4,6.9,8.3,9,1845,11
5688,CHEVROLET,Trax 4WD,SUV - SMALL,1.4,4,9.9,8.1,9.1,9,1846,11
5689,CHRYSLER,300,FULL-SIZE,3.6,6,12.4,7.8,10.3,10,47,1
5690,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,12.4,7.8,10.3,10,52,1
5691,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,17.1,10.6,14.2,10,52,1
5692,CHRYSLER,300,FULL-SIZE,5.7,8,14.7,9.4,12.3,10,47,1
5693,CHRYSLER,300 AWD,FULL-SIZE,3.6,6,12.8,8.7,11.0,10,49,1
5694,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,12.8,8.7,11.0,10,51,1
5695,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,17.6,12.0,15.0,10,51,1
5696,CHRYSLER,Pacifica,MINIVAN,3.6,6,12.9,8.4,10.9,10,1377,4
5697,CHRYSLER,Pacifica (Stop-Start),MINIVAN,3.6,6,12.4,8.4,10.6,10,1378,4
5698,DODGE,Challenger,MID-SIZE,3.6,6,12.4,7.8,10.3,11,634,2
5699,DODGE,Challenger,MID-SIZE,5.7,8,15.6,10.1,13.1,11,634,2
5700,DODGE,Challenger,MID-SIZE,6.4,8,16.7,10.4,13.9,11,634,2
5701,DODGE,Challenger (MDS),MID-SIZE,5.7,8,14.7,9.4,12.3,11,635,2
5702,DODGE,Challenger (MDS),MID-SIZE,6.4,8,15.8,9.6,13.0,11,635,2
5703,DODGE,Challenger GT AWD,MID-SIZE,3.6,6,12.8,8.7,11.0,11,637,2
5704,DODGE,Challenger SRT Hellcat,MID-SIZE,6.2,8,17.6,10.7,14.5,11,638,2
5705,DODGE,Challenger SRT Hellcat,MID-SIZE,6.2,8,18.1,11.4,15.1,11,638,2
5706,DODGE,Challenger SRT Hellcat Redeye,MID-SIZE,6.2,8,17.6,10.7,14.5,11,639,2
5707,DODGE,Charger,FULL-SIZE,3.6,6,13.7,9.0,11.6,11,642,1
5708,DODGE,Charger FFV,FULL-SIZE,3.6,6,13.7,9.0,11.6,11,647,1
5709,DODGE,Charger FFV,FULL-SIZE,3.6,6,18.9,12.7,16.1,11,647,1
5710,DODGE,Charger,FULL-SIZE,3.6,6,12.4,7.8,10.3,11,642,1
5711,DODGE,Charger FFV,FULL-SIZE,3.6,6,12.4,7.8,10.3,11,647,1
5712,DODGE,Charger FFV,FULL-SIZE,3.6,6,17.1,10.6,14.2,11,647,1
5713,DODGE,Charger (MDS),FULL-SIZE,5.7,8,15.6,9.7,12.9,11,643,1
5714,DODGE,Charger (MDS),FULL-SIZE,5.7,8,14.7,9.4,12.3,11,643,1
5715,DODGE,Charger (MDS),FULL-SIZE,6.4,8,15.8,9.6,13.0,11,643,1
5716,DODGE,Charger AWD,FULL-SIZE,3.6,6,12.8,8.7,11.0,11,644,1
5717,DODGE,Charger AWD FFV,FULL-SIZE,3.6,6,12.8,8.7,11.0,11,646,1
5718,DODGE,Charger AWD FFV,FULL-SIZE,3.6,6,17.6,12.0,15.0,11,646,1
5719,DODGE,Charger AWD (MDS),FULL-SIZE,5.7,8,16.0,10.1,13.3,11,645,1
5720,DODGE,Charger SRT Hellcat,FULL-SIZE,6.2,8,17.6,10.7,14.5,11,648,1
5721,DODGE,Durango AWD,SUV - STANDARD,3.6,6,12.7,9.6,11.3,11,722,12
5722,DODGE,Durango AWD,SUV - STANDARD,5.7,8,16.7,10.9,14.1,11,722,12
5723,DODGE,Durango AWD SRT,SUV - STANDARD,6.4,8,18.3,12.2,15.6,11,723,12
5724,DODGE,Grand Caravan FFV,MINIVAN,3.6,6,13.7,9.4,11.8,11,1028,4
5725,DODGE,Grand Caravan FFV,MINIVAN,3.6,6,19.4,13.3,16.7,11,1028,4
5726,DODGE,Journey,SUV - SMALL,2.4,4,12.7,9.2,11.1,11,1113,11
5727,DODGE,Journey FFV,SUV - SMALL,3.6,6,14.2,9.5,12.1,11,1115,11
5728,DODGE,Journey FFV,SUV - SMALL,3.6,6,19.1,13.2,16.4,11,1115,11
5729,DODGE,Journey AWD,SUV - SMALL,3.6,6,14.5,10.0,12.4,11,1114,11
5730,FIAT,124 Spider,TWO-SEATER,1.4,4,9.3,6.5,8.0,12,1,13
5731,FIAT,124 Spider,TWO-SEATER,1.4,4,9.0,6.7,7.9,12,1,13
5732,FIAT,500,MINICOMPACT,1.4,4,9.7,7.4,8.7,12,123,3
5733,FIAT,500,MINICOMPACT,1.4,4,8.5,7.1,7.9,12,123,3
5734,FIAT,500L,STATION WAGON - SMALL,1.4,4,10.7,7.9,9.4,12,131,9
